ReactionID	Flux	Equation	EC	Kcat_MW	E
R1275	0.0	fprica_c --> h2o_c + imp_c	3.5.4.10	575.54	0.0
R1294	0.0	h2o_c + imp_c --> ins_c + pi_c	3.1.3.5,3.1.3.99	1835.546	0.0
R1295	0.0	h2o_c + imp_c --> R5P_c + hxan_c		482.017	0.0
R1296	0.0	ins_c + pi_c --> hxan_c + r1p_c	2.4.2.1,2.4.2.15	668.768	0.0
R1297	0.0	h2o_c + ins_c --> hxan_c + rib__D_c	3.2.2.1,3.2.2.2,3.2.2.8	656.886	0.0
R1315	0.0	hxan_c + prpp_c --> imp_c + ppi_c	2.4.2.8	424.996	0.0
R1314	0.0	adprib_c + h2o_c --> R5P_c + amp_c + 2.0 h_c	3.6.1.13,3.6.1.21,3.6.1.53,3.6.1.-	854.722	0.0
R1313	0.0	amp_c + ctp_c --> adp_c + cdp_c	2.7.4.3	905.173	0.0
R1311	0.0	h2o_c + 2.0 h_c + urdglyc_c --> co2_c + glx_c + 2.0 nh4_c	3.5.1.116	955.146	0.0
R1310	0.0	alltt_c + h2o_c --> urdglyc_c + urea_c	3.5.3.4	1591.995	0.0
R1309	0.0	alltn_c + h2o_c --> alltt_c + h_c	3.5.2.5	2937.374	0.0
R1308	0.0	h2o_x + o2_x + urate_x --> C11821_x + h2o2_x	1.7.3.3	1922.752	0.0
R1307	0.0	h2o_c + o2_c + xan_c --> h2o2_c + urate_c	1.17.3.2	1951.533	0.0
R1306	0.0	pi_c + xtsn_c --> r1p_c + xan_c	2.4.2.1,2.4.2.-	403.173	0.0
R1305	0.0	h2o_c + xmp_c --> pi_c + xtsn_c	3.1.3.5	1781.71	0.0
R1304	0.0	dgsn_c + pi_c --> 2dr1p_c + gua_c	2.4.2.1,2.4.2.4	688.976	0.0
R1303	0.0	dgmp_c + h2o_c --> dgsn_c + pi_c	3.1.3.5,3.1.3.89	1404.135	0.0
R1302_num1	0.0	gua_c + h2o_c + h_c --> nh4_c + xan_c	3.5.4.3	1092.296	0.0
R1301	0.0	gsn_c + h2o_c --> gua_c + rib__D_c	3.2.2.1,3.2.2.8	656.886	0.0
R1300	0.0	R5P_c + gua_c --> gsn_c + pi_c	2.4.2.1,2.4.2.15	496.582	0.0
R1299	0.0	gmp_c + h2o_c --> gsn_c + pi_c	3.1.3.5	1835.546	0.0
R1298	0.0	h2o_c + hxan_c + nad_c --> h_c + nadh_c + xan_c	1.17.1.4	1784.804	0.0
R1364	0.0	urdglyc_m --> glx_m + urea_m	4.3.2.3	1141.933	0.0
R1367	0.0	asp__L_c + gtp_c + imp_c --> dcamp_c + gdp_c + 2.0 h_c + pi_c	6.3.4.4	94.658	0.0
R1453	0.0	gthrd_c + mthgxl_c --> lgt__S_c	4.4.1.5	2868.675	0.0
R1422	0.0	cytd_c + dgtp_c --> cmp_c + dgdp_c + h_c	2.7.1.48	758.971	0.0
R1430	0.0	ctp_x + h2o_x --> cmp_x + h_x + ppi_x	3.6.1.9,3.6.1.65	752.235	0.0
R1429	0.0	cytd_c + h2o_c --> csn_c + rib__D_c	3.2.2.3	533.324	0.0
R1428	0.0	cytd_c + dutp_c --> cmp_c + dudp_c + h_c	2.7.1.48	805.531	0.0
R1427	0.0	cytd_c + dctp_c --> cmp_c + dcdp_c + h_c	2.7.1.48	781.905	0.0
R1426	0.0	dutp_c + uri_c --> dudp_c + h_c + ump_c	2.7.1.48	829.871	0.0
R1425	0.0	dctp_c + uri_c --> dcdp_c + h_c + ump_c	2.7.1.48	805.531	0.0
R1424	0.0	dttp_c + uri_c --> dtdp_c + h_c + ump_c	2.7.1.48	382.711	0.0
R1423	0.0	cytd_c + dttp_c --> cmp_c + dtdp_c + h_c	2.7.1.48	371.486	0.0
R1421	0.0	dgtp_c + uri_c --> dgdp_c + h_c + ump_c	2.7.1.48	781.905	0.0
R1411	0.0	dctp_c + h2o_c --> dcmp_c + h_c + ppi_c		594.191	0.0
R1420	0.0	datp_c + uri_c --> dadp_c + h_c + ump_c	2.7.1.48	781.905	0.0
R1419	0.0	cytd_c + datp_c --> cmp_c + dadp_c + h_c	2.7.1.48	758.971	0.0
R1418	0.0	itp_c + uri_c --> h_c + idp_c + ump_c	2.7.1.48	781.905	0.0
R1417	0.0	uri_c + utp_c --> h_c + udp_c + ump_c	2.7.1.48	805.531	0.0
R1416	0.0	cytd_c + itp_c --> cmp_c + h_c + idp_c	2.7.1.48	758.971	0.0
R1415	0.0	cytd_c + utp_c --> cmp_c + h_c + udp_c	2.7.1.48	781.905	0.0
R1414	0.0	dutp_c + h2o_c --> dump_c + h_c + ppi_c	3.6.1.23,3.6.1.9	513.315	0.0
R1413	0.0	atp_m + dudp_m --> adp_m + dutp_m	2.7.4.6	4637.978	0.0
R1431_num1	0.0	ctp_m + h2o_m --> cdp_m + h_m + pi_m	3.6.1.15	3163.168	0.0
R1432_num1	0.0	h2o_m + utp_m --> h_m + pi_m + udp_m	3.6.1.15	2725.711	0.0
R1433_num1	0.0	h2o_m + udp_m --> h_m + pi_m + ump_m	3.6.1.6	2568.165	0.0
R1434_num1	0.0	cdp_m + h2o_m --> cmp_m + h_m + pi_m	3.6.1.6	2492.84	0.0
R1452	0.0	lac__D_c + nad_c --> h_c + nadh_c + pyr_c	1.1.1.28	294.329	0.0
R1451_num1	0.0	h2o_c + lald__D_c + nad_c --> 2.0 h_c + lac__D_c + nadh_c	1.2.1.22	480.578	0.0
R1450_num1	0.0	h_c + mthgxl_c + nadph_c --> lald__D_c + nadp_c	1.1.1.78,1.1.1.79	937.364	0.0
R1449	0.0	2.0 acald_c --> R_actn_c		1200.441	0.0
R1448	0.0	acald_c + h_c + pyr_c --> R_actn_c + co2_c		1200.441	0.0
R1447	0.0	PYRUVATE_DEHYDROGENASE_DIHYDROLIPOATE_m + nad_m --> LIPO_m + h_m + nadh_m	1.8.1.4	8233.893	0.0
R1446	0.0	h2o_x + udpg_x --> g1p_x + 2.0 h_x + ump_x	3.6.1.8,3.6.1.9,3.6.1.45	746.271	0.0
R1445	0.0	C161CAR_c + crn_m --> C161CAR_m + crn_c		1202.714	0.0
R1444	0.0	dump_c + mlthf_c --> dhf_c + dtmp_c	2.1.1.45	167.231	0.0
R1443	0.0	h_c + msa_c + nadph_c --> 3hpp_c + nadp_c	1.1.1.298	235.234	0.0
R1442_num1	0.0	asp__L_c + cbp_c --> cbasp_c + h_c + pi_c	2.1.3.2	497.243	0.0
R1441	0.0	2.0 atp_c + gln__L_c + h2o_c + hco3_c --> 2.0 adp_c + cbp_c + glu__L_c + 2.0 h_c + pi_c	6.3.5.5	133.9	0.0
R1440	0.0	dhor__S_c + fum_c --> orot_c + succ_c	1.3.98.1	959.905	0.0
R1438	0.0	CPD_15317_m + ura_m --> PSEUDOURIDINE_5_P_m + h2o_m	4.2.1.70	831.182	0.0
R1437_num1	0.0	atp_m + udp_m --> adp_m + utp_m	2.7.4.6	3532.249	0.0
R1436_num1	0.0	dttp_m + h2o_m --> dtdp_m + h_m + pi_m	3.6.1.39	1220.143	0.0
R1435	0.0	h2o_x + utp_x --> h_x + ppi_x + ump_x	3.6.1.9	752.235	0.0
R1412_num1	0.0	atp_m + dtdp_m --> adp_m + dttp_m	2.7.4.6	2193.792	0.0
R1410_num1	0.0	atp_m + dcdp_m --> adp_m + dctp_m	2.7.4.6	3428.647	0.0
R1368	0.0	dcamp_c --> amp_c + fum_c	4.3.2.2	54.427	0.0
R1379	0.0	atp_c + gln__L_c + h2o_c + utp_c --> adp_c + ctp_c + glu__L_c + 2.0 h_c + pi_c	6.3.4.2	200.436	0.0
R1387_num1	0.0	gtp_c + uri_c --> gdp_c + h_c + ump_c	2.7.1.48	758.971	0.0
R1386	0.0	dcmp_c + h2o_c + h_c --> dump_c + nh4_c	3.5.4.12	928.65	0.0
R1385	0.0	atp_c + dcmp_c --> adp_c + dcdp_c	2.7.4.14,2.7.4.25	5041.567	0.0
R1384	0.0	trdrd_c + udp_c --> dudp_c + h2o_c + trdox_c	1.17.4.1	421.895	0.0
R1383	0.0	cdp_c + trdrd_c --> dcdp_c + h2o_c + trdox_c	1.17.4.1	409.521	0.0
R1382	0.0	adp_c + cdp_c --> atp_c + cmp_c	2.7.4.14,2.7.4.25	3773.443	0.0
R1381_num1	0.0	atp_c + cdp_c --> adp_c + ctp_c	2.7.4.6	3532.249	0.0
R1380	0.0	atp_c + nh4_c + utp_c --> adp_c + ctp_c + 2.0 h_c + pi_c	6.3.4.2	194.557	0.0
R1378_num1	0.0	atp_c + udp_c --> adp_c + utp_c	2.7.4.6	3532.249	0.0
R1409	0.0	atp_c + cytd_c --> adp_c + cmp_c + h_c	2.7.1.213	736.71	0.0
R1377	0.0	atp_c + ump_c --> adp_c + udp_c	2.7.4.4,2.7.4.14,2.7.4.22	4750.164	0.0
R1376	0.0	h_c + orot5p_c --> co2_c + ump_c	4.1.1.23	1057.431	0.0
R1375	0.0	orot_c + prpp_c --> orot5p_c + ppi_c	2.4.2.10	211.328	0.0
R1374	0.0	dhor__S_c + o2_c --> h2o2_c + orot_c	1.3.98.1	135.7	0.0
R1373	0.0	dhor__S_c + h2o_c --> cbasp_c + h_c	3.5.2.3	3989.842	0.0
R1372_num1	0.0	aps_c + atp_c --> adp_c + h_c + paps_c	2.7.1.25	232.176	0.0
R1370	0.0	10fthf_c + gar_c --> fgam_c + h_c + thf_c	2.1.2.2	2178.719	0.0
R1369	0.0	atp_c + h_c + so4_c --> aps_c + ppi_c	2.7.7.4	84.379	0.0
R1388_num1	0.0	atp_c + uri_c --> adp_c + h_c + ump_c	2.7.1.48,2.7.1.213	758.971	0.0
R1389_num1	0.0	cytd_c + gtp_c --> cmp_c + gdp_c + h_c	2.7.1.48	736.71	0.0
R1390_num1	0.0	prpp_c + ura_c --> ppi_c + ump_c	2.4.2.9	2200.356	0.0
R1391	0.0	dhor__S_c + q_m --> orot_c + qh2_m	1.3.5.2	199.825	0.0
R1408	0.0	dcyt_c + h2o_c + h_c --> duri_c + nh4_c	3.5.4.5	7970.265	0.0
R1407	0.0	cytd_c + h2o_c + h_c --> nh4_c + uri_c	3.5.4.5	7970.265	0.0
R1406	0.0	C183CAR_c + crn_m --> C183CAR_m + crn_c		1202.714	0.0
R1405	0.0	C181CAR_c + crn_m --> C181CAR_m + crn_c		1202.714	0.0
R1404	0.0	C170CAR_c + crn_m --> C170CAR_m + crn_c		1202.714	0.0
R1403	0.0	C160CAR_c + crn_m --> C160CAR_m + crn_c		1202.714	0.0
R1402	0.0	C150CAR_c + crn_m --> C150CAR_m + crn_c		1202.714	0.0
R1401	0.0	C141CAR_c + crn_m --> C141CAR_m + crn_c		1202.714	0.0
R1400	0.0	C120CAR_c + crn_m --> C120CAR_m + crn_c		1202.714	0.0
R1399	0.0	2dr1p_c + thym_c --> pi_c + thymd_c	2.4.2.2,2.4.2.4	440.836	0.0
R1398	0.0	dtmp_c + h2o_c --> pi_c + thymd_c	3.1.3.5,3.1.3.35,3.1.3.89	1362.952	0.0
R1397	0.0	2dr1p_c + ura_c --> duri_c + pi_c	2.4.2.1,2.4.2.2,2.4.2.3,2.4.2.4	576.28	0.0
R1396	0.0	dump_c + h2o_c --> duri_c + pi_c	3.1.3.5,3.1.3.89	1678.726	0.0
R1395	0.0	dcmp_c + h2o_c --> dcyt_c + pi_c	3.1.3.5,3.1.3.89	2194.503	0.0
R1394	0.0	cmp_c + h2o_c --> cytd_c + pi_c	3.1.3.5,3.1.3.91	2868.75	0.0
R1393	0.0	h2o_c + uri_c --> rib__D_c + ura_c	3.2.2.3	549.439	0.0
R1392	0.0	h2o_c + ump_c --> pi_c + uri_c	3.1.3.5	2194.503	0.0
R804_num1	0.0	glyald_c + h_c + nadph_c --> glyc_c + nadp_c	1.1.1.2,1.1.1.21,1.1.1.72,1.1.1.372	675.609	0.0
R803_num1	0.0	CPD_6262_c + h2o_c --> S_SUBSTITUTED_L_CYSTEINES_c + gly_c		1147.259	0.0
R801_num1	0.0	2.0 gthrd_c + h2o2_c --> gthox_c + 2.0 h2o_c	1.11.1.9	371.047	0.0
R282_num1	0.0	13DMPP_c + h2o_c + o2_c --> aproa_c + h2o2_c + nh4_c	1.4.3.21,1.4.3.22	1282.672	0.0
R291	0.0	3hpp_m + nad_m --> h_m + msa_m + nadh_m	1.1.1.59	2607.515	0.0
R290	0.0	akg_c + ala_B_c --> glu__L_c + msa_c	2.6.1.19,2.6.1.55	965.566	0.0
R289	0.0	3hpcoa_m + h2o_m --> 3hpp_m + coa_m + h_m	3.1.2.4	372.603	0.0
R288_num1	0.0	asp__L_c + h_c --> ala_B_c + co2_c	4.1.1.11,4.1.1.15	77.221	0.0
R287	0.0	ala_B_c + atp_c + pant__R_c --> amp_c + h_c + pnto__R_c + ppi_c	6.3.2.1	288.845	0.0
R285	0.0	coa_m + msa_m + nad_m --> accoa_m + co2_m + nadh_m	1.2.1.18,1.2.1.27	73.531	0.0
R284_num1	0.0	aproa_c + h2o_c + nadp_c --> ala_B_c + 2.0 h_c + nadph_c	1.2.1.3,1.2.1.5,1.2.1.19	1117.124	0.0
R283_num1	0.0	aproa_c + h2o_c + nad_c --> ala_B_c + 2.0 h_c + nadh_c	1.2.1.3,1.2.1.5,1.2.1.19	1324.833	0.0
R281	0.0	23dhb_c + h_c --> catechol_c + co2_c	4.1.1.46	1255.752	0.0
R263	0.0	Dara14lac_c + o2_c --> DARABL_c + h2o2_c	1.1.3.37	1973.993	0.0
R280_num1	0.0	bz_c + h_c + nadph_c + o2_c --> 4hbz_c + h2o_c + nadp_c	1.14.14.92	139.41	0.0
R277_num1	0.0	catechol_c + o2_c --> ccmuac_c + 2.0 h_c	1.13.11.1	1298.952	0.0
R275	0.0	CPD_809_m + h2o_m --> allphn_m + nh4_m	3.5.1.84	1512.333	0.0
R274	0.0	urea_c --> CPD_657_c + h2o_c	4.2.1.69	5339.027	0.0
R273	0.0	CPD_7851_m + 2.0 REDUCED_FERREDOXINS_m + 2.0 h_m + o2_m --> CPD_7849_m + 2.0 OXIDIZED_FERREDOXINS_m + h2o_m		511.701	0.0
R272	0.0	CPD_7849_m + 2.0 REDUCED_FERREDOXINS_m + 2.0 h_m + o2_m --> CPD_7847_m + 2.0 OXIDIZED_FERREDOXINS_m + h2o_m		511.701	0.0
R271	0.0	CPD_7851_c + 2.0 REDUCED_FERREDOXINS_c + 2.0 h_c + o2_c --> CPD_7849_c + 2.0 OXIDIZED_FERREDOXINS_c + h2o_c		590.438	0.0
R270	0.0	CPD_7849_c + 2.0 REDUCED_FERREDOXINS_c + 2.0 h_c + o2_c --> CPD_7847_c + 2.0 OXIDIZED_FERREDOXINS_c + h2o_c		590.438	0.0
R292_num1	0.0	h2o_m + prpncoa_m --> 3hpcoa_m	4.2.1.17,4.2.1.116,4.2.1.-	1670.57	0.0
R298_num1	0.0	accoa_c + 3.0 h_c + 3.0 malcoa_c + nadph_c --> CPD_637_c + 3.0 co2_c + 4.0 coa_c + h2o_c + nadp_c	2.3.1.165	252.404	0.0
R299	0.0	accoa_x + 3.0 h_x + 3.0 malcoa_x + nadph_x --> CPD_637_x + 3.0 co2_x + 4.0 coa_x + h2o_x + nadp_x	2.3.1.165	391.363	0.0
R300	0.0	C190ACP_c + h_c + nadph_c + o2_c --> C191ACP_c + 2.0 h2o_c + nadp_c	1.14.19.1	382.482	0.0
R330	0.0	gmeACP_c + h_c + malACP_c --> ACP_c + C20376_c + co2_c	2.3.1.179,2.3.1.41	557.646	0.0
R329	0.0	C19673_c + h_c + malACP_c --> ACP_c + C20372_c + co2_c	2.3.1.179,2.3.1.41	557.646	0.0
R328	0.0	2.0 amet_c + dtbt_c + s_c --> btn_c + 2.0 dad_2_c + 2.0 met__L_c	2.8.1.6	1426.494	0.0
R327	0.0	atp_c + co2_c + dann_c --> adp_c + dtbt_c + 3.0 h_c + pi_c	6.3.3.3	1000.461	0.0
R326	0.0	8aonn_c + amet_c --> amob_c + dann_c	2.6.1.62	946.143	0.0
R325_num1	0.0	ala__L_c + h_c + pmcoa_c --> 8aonn_c + co2_c + coa_c	2.3.1.47	129.997	0.0
R320	0.0	2.0 focytb5_x + 2.0 h_x + o2_x + stcoa_x --> 2.0 ficytb5_x + 2.0 h2o_x + ocdce9coa_x	1.14.19.1	382.482	0.0
R318	0.0	2.0 focytb5_x + 2.0 h_x + o2_x + pmtcoa_x --> C21072_x + 2.0 ficytb5_x + 2.0 h2o_x	1.14.19.1	382.482	0.0
R315_num1	0.0	C16173_m + accoa_m --> C16389_m + coa_m	2.3.1.16,2.3.1.176	549.218	0.0
R312	0.0	C16388_c --> C16387_c + h2o_c	4.2.1.119	701.359	0.0
R311	0.0	C16173_c + accoa_c --> C16389_c + coa_c	2.3.1.16,2.3.1.176	499.338	0.0
R310	0.0	3ohodcoa_c + h_c + nadph_c --> CPD_10261_c + nadp_c		343.98	0.0
R309	0.0	h_x + nadph_x + od2coa_x --> nadp_x + stcoa_x		577.95	0.0
R308	0.0	CPD_10261_x --> h2o_x + od2coa_x	4.2.1.119	3653.304	0.0
R306	0.0	C140ACP_c + h_c + nadph_c + o2_c --> C141ACP_c + 2.0 h2o_c + nadp_c	1.14.19.1	382.482	0.0
R304	0.0	C160ACP_c + h_c + nadph_c + o2_c --> C161ACP_c + 2.0 h2o_c + nadp_c		382.482	0.0
R302	0.0	C180ACP_c + h_c + nadph_c + o2_c --> C181ACP_c + 2.0 h2o_c + nadp_c		382.482	0.0
R265	0.0	inost_c + o2_c --> glcur_c + h2o_c + h_c	1.13.99.1	591.546	0.0
R261_num1	0.0	h2o_c + 2.0 h_c + urea_c --> co2_c + 2.0 nh4_c	3.5.1.5	1142.567	0.0
R332_num1	0.0	1btol_c + nadp_c --> btal_c + h_c + nadph_c	1.1.1.2	3492.324	0.0
R222	0.0	2.0 CPD_13518_c + nadph_c + 2.0 o2_c --> 2.0 citr__L_c + 2.0 h2o_c + h_c + nadp_c + 2.0 no_c		421.035	0.0
R234_num1	0.0	h_c + orn__L_c --> co2_c + ptrc_c	4.1.1.17	737.105	0.0
R231_num1	0.0	h2o_m + o2_m + spmd_m --> aproa_m + h2o2_m + ptrc_m	1.5.3.17	1474.569	0.0
R230_num1	0.0	4abutn_c + h2o_c + nad_c --> 4abut_c + 2.0 h_c + nadh_c	1.2.1.19	1324.833	0.0
R228	0.0	h2o_c + o2_c + spmd_c --> 13DMPP_c + 4abutn_c + h2o2_c	1.5.3.14,1.5.99.6	2511.173	0.0
R227	0.0	h2o_c + o2_c + sprm_c --> aproa_c + h2o2_c + spmd_c	1.5.3.16,1.5.3.17	1809.937	0.0
R226	0.0	D_PROLINE_c + o2_c --> DELTA1_PYRROLINE_2_CARBOXYLATE_c + h2o2_c + h_c	1.4.3.3	3254.568	0.0
R225	0.0	akg_m + sucorn_m --> glu__L_m + sucgsa_m	2.6.1.81	716.026	0.0
R223_num1	0.0	4abutn_c + h2o_c + nadp_c --> 4abut_c + 2.0 h_c + nadph_c		1117.124	0.0
R221	0.0	2.0 arg__L_c + 2.0 h_c + 2.0 nadph_c + 2.0 o2_c --> 2.0 CPD_13518_c + 2.0 h2o_c + 2.0 nadp_c		421.035	0.0
R260_num1	0.0	allphn_c + h2o_c + 3.0 h_c --> 2.0 co2_c + 2.0 nh4_c	3.5.1.54	573.637	0.0
R220_num1	0.0	akg_c + e4hglu_c --> D_4_HYDROXY_2_KETO_GLUTARATE_c + glu__L_c	2.6.1.1,2.6.1.23	8650.061	0.0
R219	0.0	HC00576_c + h2o_c --> 4abut_c + his__L_c	3.4.13.18,3.4.13.20	889.299	0.0
R218	0.0	D_4_HYDROXY_2_KETO_GLUTARATE_c --> glx_c + pyr_c	4.1.3.16	949.168	0.0
R217	0.0	1p3h5c_m + 2.0 h2o_m + nad_m --> e4hglu_m + h_m + nadh_m		329.632	0.0
R216_num1	0.0	nad_m + pro__L_m --> 1pyr5c_m + 2.0 h_m + nadh_m	1.5.1.2	9414.936	0.0
R215_num1	0.0	1pyr5c_c + 2.0 h_c + nadph_c --> nadp_c + pro__L_c	1.5.1.2	9992.504	0.0
R214	0.0	glu5sa_c --> 1pyr5c_c + h2o_c + h_c	2.6.1.13	335.704	0.0
R213	0.0	glu5sa_c + h2o_c + nad_c --> glu__L_c + 2.0 h_c + nadh_c	1.2.1.88	338.993	0.0
R235	0.0	cbp_m + orn_m --> citr__L_m + h_m + pi_m	2.1.3.3	10162.71	0.0
R236	0.0	accoa_m + glu__L_m --> acglu_m + coa_m + h_m	2.3.1.1	125.358	0.0
R237_num1	0.0	acglu_m + atp_m --> acg5p_m + adp_m	2.7.2.8	178.339	0.0
R239_num1	0.0	acg5sa_m + glu__L_m --> acorn_m + akg_m	2.6.1.11	327.071	0.0
R259_num1	0.0	atp_c + co2_c + h2o_c + urea_c --> adp_c + allphn_c + 2.0 h_c + pi_c	6.3.4.6	479.807	0.0
R258	0.0	arg__L_m + h2o_m --> orn_m + urea_m	3.5.3.1	9534.37	0.0
R257	0.0	arg__L_c + h2o_c --> orn__L_c + urea_c	3.5.3.1	9534.37	0.0
R256	0.0	glu__L_c + h2o_c + nad_c --> akg_c + h_c + nadh_c + nh4_c	1.4.1.2	945.419	0.0
R255_num1	0.0	2.0 atp_m + hco3_m + nh4_m --> 2.0 adp_m + cbp_m + 2.0 h_m + pi_m	6.3.4.16	468.502	0.0
R254_num1	0.0	atp_c + glu__L_c + nh4_c --> adp_c + gln__L_c + h_c + pi_c	6.3.1.2	1230.808	0.0
R253	0.0	glu__L_c + h2o_c + nadp_c --> akg_c + h_c + nadph_c + nh4_c	1.4.1.4	1873.88	0.0
R252_num1	0.0	gln__L_c + h2o_c --> glu__L_c + nh4_c	1.4.1.13,1.4.1.14,1.4.7.1,3.5.1.2	190.02	0.0
R251_num1	0.0	h2o_c + nad_c + xan_c --> h_c + nadh_c + urate_c	1.17.1.4	502.525	0.0
R250	0.0	glu__L_m + oaa_m --> akg_m + asp__L_m	2.6.1.1	3451.111	0.0
R249	0.0	glu__L_m + pyr_m --> akg_m + ala__L_m	2.6.1.2	1180.962	0.0
R248	0.0	glu__L_c + pyr_c --> akg_c + ala__L_c	2.6.1.2	1180.962	0.0
R247_num1	0.0	glu__L_c + oaa_c --> akg_c + asp__L_c	2.6.1.1	2177.349	0.0
R246	0.0	argsuc_m --> arg__L_m + fum_m	4.3.2.1	1949.437	0.0
R244	0.0	argsuc_c --> arg__L_c + fum_c	4.3.2.1	1949.437	0.0
R242	0.0	2.0 arg__L_c + h_c + 3.0 nadph_c + 4.0 o2_c --> 2.0 citr__L_c + 4.0 h2o_c + 3.0 nadp_c + 2.0 no_c	1.14.13.39	421.035	0.0
R241_num1	0.0	acorn_m + h2o_m --> ac_m + orn_m	3.5.1.14,3.5.1.16	3753.709	0.0
R331	0.0	BCCP_L_LYSINE_c + atp_c + btn_c --> BCCP_BIOTIN_L_LYSINE_c + amp_c + h_c + ppi_c	6.3.4.15	668.165	0.0
R333	0.0	2_HYDROXYGLUTARIC_ACID_m + fad_m + h_m --> akg_m + fadh2_m		1502.91	0.0
R211_num1	0.0	4gudbd_c + h2o_c --> 4gudbutn_c + nh4_c	3.5.1.4	1262.842	0.0
R395_num1	0.0	accoa_c + hom__L_c --> achms_c + coa_c	2.3.1.31	502.944	0.0
R407	0.0	hcys__L_c + mhpglu_c --> hpglu_c + met__L_c	2.1.1.14	25.712	0.0
R404_num1	0.0	3SALA_c + akg_c --> 3_SULFINYL_PYRUVATE_c + glu__L_c		8650.061	0.0
R403	0.0	h2s_m + pser__L_m --> cys__L_m + pi_m	2.5.1.65	1203.29	0.0
R402	0.0	h2s_c + pser__L_c --> cys__L_c + pi_c	2.5.1.65	1221.548	0.0
R401	0.0	ahcys_c + h2o_c --> adn_c + hcys__L_c	3.3.1.1	301.201	0.0
R400_num1	0.0	atp_c + h2o_c + met__L_c --> amet_c + pi_c + ppi_c	2.5.1.6	245.239	0.0
R399_num1	0.0	cyst__L_c + h2o_c --> hcys__L_c + nh4_c + pyr_c	4.4.1.13	604.212	0.0
R396_num1	0.0	achms_c + cys__L_c --> ac_c + cyst__L_c + h_c	2.5.1.48	707.581	0.0
R394_num1	0.0	accoa_c + ser__L_c --> acser_c + coa_c		420.677	0.0
R382_num1	0.0	AMYD_e + h2o_e --> PRNS_e + glc__D_e	3.2.1.21,3.2.1.117	1470.416	0.0
R391_num1	0.0	CELLU_e + h2o_e --> BDGLC_e	3.2.1.21	1470.416	0.0
R390_num1	0.0	cellb_c + h2o_c --> 2.0 BDGLC_c	3.2.1.21	5088.644	0.0
R389_num1	0.0	cellb_e + h2o_e --> 2.0 BDGLC_e	3.2.1.21	1470.416	0.0
R388	0.0	frmd_c + h2o_c --> for_c + nh4_c	3.5.1.49	5014.18	0.0
R387_num1	0.0	CPD_10277_c + h2o_c --> BDGLC_c + CPD_12700_c	3.2.1.21	2801.147	0.0
R386_num1	0.0	CPD_1042_c + h2o_c --> BDGLC_c + CPD_648_c	3.2.1.21	2801.147	0.0
R385_num1	0.0	BETA_AMINOPROPIONITRILE_c + glu__L_c --> HC01700_c + h2o_c	2.3.2.2	1538.078	0.0
R384_num1	0.0	HC00955_c + glu__L_c + 2.0 h_c --> HC01577_c + h2o_c	2.3.2.2	1406.672	0.0
R408	0.0	cys__L_c + h2o_c --> h2s_c + nh4_c + pyr_c	4.4.1.1,4.4.1.28	435.488	0.0
R409	0.0	cys__L_m + h2o_m --> h2s_m + nh4_m + pyr_m	4.4.1.1,4.4.1.28	558.354	0.0
R410_num1	0.0	h2o_c + suchms_c --> 2obut_c + h_c + nh4_c + succ_c		380.743	0.0
R411_num1	0.0	cys__L_c + suchms_c --> cyst__L_c + h_c + succ_c	2.5.1.48	416.311	0.0
R430	0.0	CPD_367_c + nad_c --> 3spyr_c + h_c + nadh_c	1.1.1.337	990.209	0.0
R429	0.0	ametam_c + spmd_c --> 5mta_c + h_c + sprm_c	2.5.1.22	109.912	0.0
R428	0.0	ametam_c + ptrc_c --> 5mta_c + h_c + spmd_c	2.5.1.16	103.559	0.0
R427	0.0	amet_c + h_c --> ametam_c + co2_c	4.1.1.50	47.387	0.0
R425	0.0	5mta_m + pi_m --> 5mdr1p_m + ade_m	2.4.2.28	368.728	0.0
R424	0.0	5mdru1p_c --> dkmpp_c + h2o_c	4.2.1.109	816.56	0.0
R422_num1	0.0	Lcyst_c + akg_c --> 3spyr_c + glu__L_c	2.6.1.1	8150.086	0.0
R421_num1	0.0	C02356_m + atp_m + glu__L_m --> C21015_m + adp_m + pi_m	6.3.2.2	2409.988	0.0
R420	0.0	C02356_c + akg_c --> 2obut_c + glu__L_c	2.6.1.42	2437.02	0.0
R419_num1	0.0	C02356_m + akg_m --> 2obut_m + glu__L_m	2.6.1.42	3873.739	0.0
R418_num1	0.0	amet_c + dnacyt_c --> ahcys_c + dna5mtc_c	2.1.1.37	81.39	0.0
R417	0.0	mercppyr_m + trdrd_m --> h2s_m + pyr_m + trdox_m	2.8.1.2	1169.47	0.0
R416_num1	0.0	mercplac_c + nad_c --> 2.0 h_c + mercppyr_c + nadh_c	1.1.1.27	54717.337	0.0
R415_num1	0.0	achms_c + trdrd_c + tsul_c --> ac_c + 2.0 h_c + hcys__L_c + so3_c + trdox_c		338.001	0.0
R414	0.0	metox_c + trdrd_c --> h2o_c + met__L_c + trdox_c	1.8.4.13,1.8.4.14	890.001	0.0
R413	0.0	akg_m + cys__L_m --> glu__L_m + mercppyr_m	2.6.1.1	8150.086	0.0
R412	0.0	akg_c + cys__L_c --> glu__L_c + mercppyr_c	2.6.1.1	7305.865	0.0
R383_num1	0.0	PRNS_e + h2o_e --> MDN_e + glc__D_e	3.2.1.21,3.2.1.118	1470.416	0.0
